raceId,year,round,circuitId,name,date,time,url,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,is_true_wet
296,1992,8,8,French Grand Prix,1992-07-05,\N,http://en.wikipedia.org/wiki/1992_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
297,1992,9,9,British Grand Prix,1992-07-12,\N,http://en.wikipedia.org/wiki/1992_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
298,1992,10,10,German Grand Prix,1992-07-26,\N,http://en.wikipedia.org/wiki/1992_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
299,1992,11,11,Hungarian Grand Prix,1992-08-16,\N,http://en.wikipedia.org/wiki/1992_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
300,1992,12,13,Belgian Grand Prix,1992-08-30,\N,http://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
301,1992,13,14,Italian Grand Prix,1992-09-13,\N,http://en.wikipedia.org/wiki/1992_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
302,1992,14,27,Portuguese Grand Prix,1992-09-27,\N,http://en.wikipedia.org/wiki/1992_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
303,1992,15,22,Japanese Grand Prix,1992-10-25,\N,http://en.wikipedia.org/wiki/1992_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
304,1992,16,29,Australian Grand Prix,1992-11-08,\N,http://en.wikipedia.org/wiki/1992_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
305,1991,1,33,United States Grand Prix,1991-03-10,\N,http://en.wikipedia.org/wiki/1991_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
306,1991,2,18,Brazilian Grand Prix,1991-03-24,\N,http://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
307,1991,3,21,San Marino Grand Prix,1991-04-28,\N,http://en.wikipedia.org/wiki/1991_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
308,1991,4,6,Monaco Grand Prix,1991-05-12,\N,http://en.wikipedia.org/wiki/1991_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
309,1991,5,7,Canadian Grand Prix,1991-06-02,\N,http://en.wikipedia.org/wiki/1991_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
310,1991,6,32,Mexican Grand Prix,1991-06-16,\N,http://en.wikipedia.org/wiki/1991_Mexican_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
311,1991,7,8,French Grand Prix,1991-07-07,\N,http://en.wikipedia.org/wiki/1991_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
312,1991,8,9,British Grand Prix,1991-07-14,\N,http://en.wikipedia.org/wiki/1991_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
313,1991,9,10,German Grand Prix,1991-07-28,\N,http://en.wikipedia.org/wiki/1991_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
314,1991,10,11,Hungarian Grand Prix,1991-08-11,\N,http://en.wikipedia.org/wiki/1991_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
315,1991,11,13,Belgian Grand Prix,1991-08-25,\N,http://en.wikipedia.org/wiki/1991_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
316,1991,12,14,Italian Grand Prix,1991-09-08,\N,http://en.wikipedia.org/wiki/1991_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
317,1991,13,27,Portuguese Grand Prix,1991-09-22,\N,http://en.wikipedia.org/wiki/1991_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
318,1991,14,4,Spanish Grand Prix,1991-09-29,\N,http://en.wikipedia.org/wiki/1991_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
319,1991,15,22,Japanese Grand Prix,1991-10-20,\N,http://en.wikipedia.org/wiki/1991_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
320,1991,16,29,Australian Grand Prix,1991-11-03,\N,http://en.wikipedia.org/wiki/1991_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
321,1990,1,33,United States Grand Prix,1990-03-11,\N,http://en.wikipedia.org/wiki/1990_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
322,1990,2,18,Brazilian Grand Prix,1990-03-25,\N,http://en.wikipedia.org/wiki/1990_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
323,1990,3,21,San Marino Grand Prix,1990-05-13,\N,http://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
324,1990,4,6,Monaco Grand Prix,1990-05-27,\N,http://en.wikipedia.org/wiki/1990_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
325,1990,5,7,Canadian Grand Prix,1990-06-10,\N,http://en.wikipedia.org/wiki/1990_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
326,1990,6,32,Mexican Grand Prix,1990-06-24,\N,http://en.wikipedia.org/wiki/1990_Mexican_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
327,1990,7,34,French Grand Prix,1990-07-08,\N,http://en.wikipedia.org/wiki/1990_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
328,1990,8,9,British Grand Prix,1990-07-15,\N,http://en.wikipedia.org/wiki/1990_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
329,1990,9,10,German Grand Prix,1990-07-29,\N,http://en.wikipedia.org/wiki/1990_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
330,1990,10,11,Hungarian Grand Prix,1990-08-12,\N,http://en.wikipedia.org/wiki/1990_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
331,1990,11,13,Belgian Grand Prix,1990-08-26,\N,http://en.wikipedia.org/wiki/1990_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
332,1990,12,14,Italian Grand Prix,1990-09-09,\N,http://en.wikipedia.org/wiki/1990_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
333,1990,13,27,Portuguese Grand Prix,1990-09-23,\N,http://en.wikipedia.org/wiki/1990_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
334,1990,14,26,Spanish Grand Prix,1990-09-30,\N,http://en.wikipedia.org/wiki/1990_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
335,1990,15,22,Japanese Grand Prix,1990-10-21,\N,http://en.wikipedia.org/wiki/1990_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
336,1990,16,29,Australian Grand Prix,1990-11-04,\N,http://en.wikipedia.org/wiki/1990_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
337,2010,1,3,Bahrain Grand Prix,2010-03-14,12:00:00,http://en.wikipedia.org/wiki/2010_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
338,2010,2,1,Australian Grand Prix,2010-03-28,06:00:00,http://en.wikipedia.org/wiki/2010_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
339,2010,3,2,Malaysian Grand Prix,2010-04-04,08:00:00,http://en.wikipedia.org/wiki/2010_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
340,2010,4,17,Chinese Grand Prix,2010-04-18,06:00:00,http://en.wikipedia.org/wiki/2010_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
341,2010,5,4,Spanish Grand Prix,2010-05-09,12:00:00,http://en.wikipedia.org/wiki/2010_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
342,2010,6,6,Monaco Grand Prix,2010-05-16,12:00:00,http://en.wikipedia.org/wiki/2010_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
343,2010,7,5,Turkish Grand Prix,2010-05-30,11:00:00,http://en.wikipedia.org/wiki/2010_Turkish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
344,2010,8,7,Canadian Grand Prix,2010-06-13,16:00:00,http://en.wikipedia.org/wiki/2010_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
345,2010,9,12,European Grand Prix,2010-06-27,12:00:00,http://en.wikipedia.org/wiki/2010_European_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
346,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
347,2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
348,2010,12,11,Hungarian Grand Prix,2010-08-01,12:00:00,http://en.wikipedia.org/wiki/2010_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
349,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
350,2010,14,14,Italian Grand Prix,2010-09-12,12:00:00,http://en.wikipedia.org/wiki/2010_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
351,2010,15,15,Singapore Grand Prix,2010-09-26,12:00:00,http://en.wikipedia.org/wiki/2010_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
352,2010,16,22,Japanese Grand Prix,2010-10-10,06:00:00,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
353,2010,17,35,Korean Grand Prix,2010-10-24,05:00:00,http://en.wikipedia.org/wiki/2010_Korean_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
354,2010,18,18,Brazilian Grand Prix,2010-11-07,16:00:00,http://en.wikipedia.org/wiki/2010_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
355,2010,19,24,Abu Dhabi Grand Prix,2010-11-14,13:00:00,http://en.wikipedia.org/wiki/2010_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
356,1989,1,36,Brazilian Grand Prix,1989-03-26,\N,http://en.wikipedia.org/wiki/1989_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
357,1989,2,21,San Marino Grand Prix,1989-04-23,\N,http://en.wikipedia.org/wiki/1989_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
358,1989,3,6,Monaco Grand Prix,1989-05-07,\N,http://en.wikipedia.org/wiki/1989_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
359,1989,4,32,Mexican Grand Prix,1989-05-28,\N,http://en.wikipedia.org/wiki/1989_Mexican_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
360,1989,5,33,United States Grand Prix,1989-06-04,\N,http://en.wikipedia.org/wiki/1989_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
361,1989,6,7,Canadian Grand Prix,1989-06-18,\N,http://en.wikipedia.org/wiki/1989_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
362,1989,7,34,French Grand Prix,1989-07-09,\N,http://en.wikipedia.org/wiki/1989_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
363,1989,8,9,British Grand Prix,1989-07-16,\N,http://en.wikipedia.org/wiki/1989_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
364,1989,9,10,German Grand Prix,1989-07-30,\N,http://en.wikipedia.org/wiki/1989_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
365,1989,10,11,Hungarian Grand Prix,1989-08-13,\N,http://en.wikipedia.org/wiki/1989_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
366,1989,11,13,Belgian Grand Prix,1989-08-27,\N,http://en.wikipedia.org/wiki/1989_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
367,1989,12,14,Italian Grand Prix,1989-09-10,\N,http://en.wikipedia.org/wiki/1989_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
368,1989,13,27,Portuguese Grand Prix,1989-09-24,\N,http://en.wikipedia.org/wiki/1989_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
369,1989,14,26,Spanish Grand Prix,1989-10-01,\N,http://en.wikipedia.org/wiki/1989_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
370,1989,15,22,Japanese Grand Prix,1989-10-22,\N,http://en.wikipedia.org/wiki/1989_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
371,1989,16,29,Australian Grand Prix,1989-11-05,\N,http://en.wikipedia.org/wiki/1989_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
372,1988,1,36,Brazilian Grand Prix,1988-04-03,\N,http://en.wikipedia.org/wiki/1988_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
373,1988,2,21,San Marino Grand Prix,1988-05-01,\N,http://en.wikipedia.org/wiki/1988_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
374,1988,3,6,Monaco Grand Prix,1988-05-15,\N,http://en.wikipedia.org/wiki/1988_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
375,1988,4,32,Mexican Grand Prix,1988-05-29,\N,http://en.wikipedia.org/wiki/1988_Mexican_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
376,1988,5,7,Canadian Grand Prix,1988-06-12,\N,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
377,1988,6,37,Detroit Grand Prix,1988-06-19,\N,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
378,1988,7,34,French Grand Prix,1988-07-03,\N,http://en.wikipedia.org/wiki/1988_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
379,1988,8,9,British Grand Prix,1988-07-10,\N,http://en.wikipedia.org/wiki/1988_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
380,1988,9,10,German Grand Prix,1988-07-24,\N,http://en.wikipedia.org/wiki/1988_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
381,1988,10,11,Hungarian Grand Prix,1988-08-07,\N,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
382,1988,11,13,Belgian Grand Prix,1988-08-28,\N,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
383,1988,12,14,Italian Grand Prix,1988-09-11,\N,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
384,1988,13,27,Portuguese Grand Prix,1988-09-25,\N,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
385,1988,14,26,Spanish Grand Prix,1988-10-02,\N,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
386,1988,15,22,Japanese Grand Prix,1988-10-30,\N,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
387,1988,16,29,Australian Grand Prix,1988-11-13,\N,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
388,1987,1,36,Brazilian Grand Prix,1987-04-12,\N,http://en.wikipedia.org/wiki/1987_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
389,1987,2,21,San Marino Grand Prix,1987-05-03,\N,http://en.wikipedia.org/wiki/1987_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
390,1987,3,13,Belgian Grand Prix,1987-05-17,\N,http://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
391,1987,4,6,Monaco Grand Prix,1987-05-31,\N,http://en.wikipedia.org/wiki/1987_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
392,1987,5,37,Detroit Grand Prix,1987-06-21,\N,http://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
393,1987,6,34,French Grand Prix,1987-07-05,\N,http://en.wikipedia.org/wiki/1987_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
394,1987,7,9,British Grand Prix,1987-07-12,\N,http://en.wikipedia.org/wiki/1987_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
395,1987,8,10,German Grand Prix,1987-07-26,\N,http://en.wikipedia.org/wiki/1987_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
396,1987,9,11,Hungarian Grand Prix,1987-08-09,\N,http://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
397,1987,10,70,Austrian Grand Prix,1987-08-16,\N,http://en.wikipedia.org/wiki/1987_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
398,1987,11,14,Italian Grand Prix,1987-09-06,\N,http://en.wikipedia.org/wiki/1987_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
399,1987,12,27,Portuguese Grand Prix,1987-09-20,\N,http://en.wikipedia.org/wiki/1987_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
400,1987,13,26,Spanish Grand Prix,1987-09-27,\N,http://en.wikipedia.org/wiki/1987_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
401,1987,14,32,Mexican Grand Prix,1987-10-18,\N,http://en.wikipedia.org/wiki/1987_Mexican_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
402,1987,15,22,Japanese Grand Prix,1987-11-01,\N,http://en.wikipedia.org/wiki/1987_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
403,1987,16,29,Australian Grand Prix,1987-11-15,\N,http://en.wikipedia.org/wiki/1987_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
404,1986,1,36,Brazilian Grand Prix,1986-03-23,\N,http://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
405,1986,2,26,Spanish Grand Prix,1986-04-13,\N,http://en.wikipedia.org/wiki/1986_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
406,1986,3,21,San Marino Grand Prix,1986-04-27,\N,http://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
407,1986,4,6,Monaco Grand Prix,1986-05-11,\N,http://en.wikipedia.org/wiki/1986_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
408,1986,5,13,Belgian Grand Prix,1986-05-25,\N,http://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
410,1986,7,37,Detroit Grand Prix,1986-06-22,\N,http://en.wikipedia.org/wiki/1986_Detroit_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
411,1986,8,34,French Grand Prix,1986-07-06,\N,http://en.wikipedia.org/wiki/1986_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
412,1986,9,38,British Grand Prix,1986-07-13,\N,http://en.wikipedia.org/wiki/1986_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
413,1986,10,10,German Grand Prix,1986-07-27,\N,http://en.wikipedia.org/wiki/1986_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
414,1986,11,11,Hungarian Grand Prix,1986-08-10,\N,http://en.wikipedia.org/wiki/1986_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
415,1986,12,70,Austrian Grand Prix,1986-08-17,\N,http://en.wikipedia.org/wiki/1986_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
416,1986,13,14,Italian Grand Prix,1986-09-07,\N,http://en.wikipedia.org/wiki/1986_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
417,1986,14,27,Portuguese Grand Prix,1986-09-21,\N,http://en.wikipedia.org/wiki/1986_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
418,1986,15,32,Mexican Grand Prix,1986-10-12,\N,http://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
419,1986,16,29,Australian Grand Prix,1986-10-26,\N,http://en.wikipedia.org/wiki/1986_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
420,1985,1,36,Brazilian Grand Prix,1985-04-07,\N,http://en.wikipedia.org/wiki/1985_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
421,1985,2,27,Portuguese Grand Prix,1985-04-21,\N,http://en.wikipedia.org/wiki/1985_Portuguese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
422,1985,3,21,San Marino Grand Prix,1985-05-05,\N,http://en.wikipedia.org/wiki/1985_San_Marino_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
423,1985,4,6,Monaco Grand Prix,1985-05-19,\N,http://en.wikipedia.org/wiki/1985_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
424,1985,5,7,Canadian Grand Prix,1985-06-16,\N,http://en.wikipedia.org/wiki/1985_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
425,1985,6,37,Detroit Grand Prix,1985-06-23,\N,http://en.wikipedia.org/wiki/1985_Detroit_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
426,1985,7,34,French Grand Prix,1985-07-07,\N,http://en.wikipedia.org/wiki/1985_French_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
427,1985,8,9,British Grand Prix,1985-07-21,\N,http://en.wikipedia.org/wiki/1985_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
428,1985,9,20,German Grand Prix,1985-08-04,\N,http://en.wikipedia.org/wiki/1985_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
429,1985,10,70,Austrian Grand Prix,1985-08-18,\N,http://en.wikipedia.org/wiki/1985_Austrian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
430,1985,11,39,Dutch Grand Prix,1985-08-25,\N,http://en.wikipedia.org/wiki/1985_Dutch_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
431,1985,12,14,Italian Grand Prix,1985-09-08,\N,http://en.wikipedia.org/wiki/1985_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
432,1985,13,13,Belgian Grand Prix,1985-09-15,\N,http://en.wikipedia.org/wiki/1985_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
433,1985,14,38,European Grand Prix,1985-10-06,\N,http://en.wikipedia.org/wiki/1985_European_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
434,1985,15,30,South African Grand Prix,1985-10-19,\N,http://en.wikipedia.org/wiki/1985_South_African_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
435,1985,16,29,Australian Grand Prix,1985-11-03,\N,http://en.wikipedia.org/wiki/1985_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
841,2011,1,1,Australian Grand Prix,2011-03-27,06:00:00,http://en.wikipedia.org/wiki/2011_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
842,2011,2,2,Malaysian Grand Prix,2011-04-10,08:00:00,http://en.wikipedia.org/wiki/2011_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
843,2011,3,17,Chinese Grand Prix,2011-04-17,07:00:00,http://en.wikipedia.org/wiki/2011_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
844,2011,4,5,Turkish Grand Prix,2011-05-08,12:00:00,http://en.wikipedia.org/wiki/2011_Turkish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,True
848,2011,8,12,European Grand Prix,2011-06-26,12:00:00,http://en.wikipedia.org/wiki/2011_European_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,False
